Name of Clinic,Address,Email,Phone,Services
My FootDr Allsports Podiatry Hawthorne,"Brisbane Sports & Exercise Medicine Specialists, 87 Riding Road, Hawthorne QLD 4171",hawthorne@allsportspodiatry.com.au,1800 366 837,☰ Menu
My FootDr Allsports Podiatry Hawthorne,"Brisbane Sports & Exercise Medicine Specialists, 87 Riding Road, Hawthorne QLD 4171",hawthorne@allsportspodiatry.com.au,1800 366 837,☰ Menu
Advanced Foot Care Hervey Bay,"i, 1/6 Torquay Rd, Pialba QLD 4655",hervey.bay@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
Advanced Foot Care Hervey Bay,"i, 1/6 Torquay Rd, Pialba QLD 4655",hervey.bay@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Hope Island,"i, Shop 5, 10 Santa Barbara Road, Hope Island QLD 4212",hopeisland@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Hope Island,"i, Shop 5, 10 Santa Barbara Road, Hope Island QLD 4212",hopeisland@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Hove,"i, 372 Brighton Rd, Hove SA 5048",hove@myfootdr.com.au,1800 366 837,"April 23, 2024 Supramalleolar Orthotics (SMOs) Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more » | October 7, 2022 Ankle-Foot Orthoses Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more »"
My FootDr Hove,"i, 372 Brighton Rd, Hove SA 5048",hove@myfootdr.com.au,1800 366 837,"April 23, 2024 Supramalleolar Orthotics (SMOs) Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more » | October 7, 2022 Ankle-Foot Orthoses Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more »"
Allsports Podiatry Indooroopilly,"56 Coonan St, (Cnr of Keating & Coonan St), Indooroopilly QLD 4068",indooroopilly@allsportspodiatry.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | September 12, 2018 Seniors Footcare With Australia's advancing aged population, it has never been more important to highlight foot care in the elderly. My FootDr podiatrists can prevent many complications with early diagnosis and treatment. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
Allsports Podiatry Indooroopilly,"56 Coonan St, (Cnr of Keating & Coonan St), Indooroopilly QLD 4068",indooroopilly@allsportspodiatry.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | September 12, 2018 Seniors Footcare With Australia's advancing aged population, it has never been more important to highlight foot care in the elderly. My FootDr podiatrists can prevent many complications with early diagnosis and treatment. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Indooroopilly,"i, 56B Coonan Street, Indooroopilly QLD 4068",indooroopilly@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Indooroopilly,"i, 56B Coonan Street, Indooroopilly QLD 4068",indooroopilly@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Ipswich,"Physioactive, 57 Thorn Street, Ipswich QLD 4305",ipswich@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Ipswich,"Physioactive, 57 Thorn Street, Ipswich QLD 4305",ipswich@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Jindalee,"Allsports Physiotherapy, Shop 28, 34 Goggs Road, Jindalee QLD 4074",jindalee@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Jindalee,"Allsports Physiotherapy, Shop 28, 34 Goggs Road, Jindalee QLD 4074",jindalee@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
Allsports Podiatry Kangaroo Point,"Level 2, Suite 5, 22 Baildon Street, Kangaroo Point QLD 4169",kangaroopoint@allsportspodiatry.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
Allsports Podiatry Kangaroo Point,"Level 2, Suite 5, 22 Baildon Street, Kangaroo Point QLD 4169",kangaroopoint@allsportspodiatry.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
